,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
14,[' Metro'],[' Alkaram studio'],0.14772727272727273,0.13636363636363635,0.011363636363636364,0.07692307692307693,0.5641025641025642,-0.008780991735537189,0.9356060606060606
15,[' Alkaram studio'],[' Metro'],0.13636363636363635,0.14772727272727273,0.011363636363636364,0.08333333333333334,0.5641025641025641,-0.008780991735537189,0.9297520661157025
16,[' Ndure'],[' Alkaram studio'],0.25,0.13636363636363635,0.03409090909090909,0.13636363636363635,1.0,0.0,1.0
17,[' Alkaram studio'],[' Ndure'],0.13636363636363635,0.25,0.03409090909090909,0.25,1.0,0.0,1.0
18,[' Nishatlinen'],[' Alkaram studio'],0.07954545454545454,0.13636363636363635,0.011363636363636364,0.14285714285714288,1.047619047619048,0.0005165289256198365,1.0075757575757576
19,[' Alkaram studio'],[' Nishatlinen'],0.13636363636363635,0.07954545454545454,0.011363636363636364,0.08333333333333334,1.0476190476190477,0.0005165289256198365,1.0041322314049588
20,[' Outfitter'],[' Alkaram studio'],0.4772727272727273,0.13636363636363635,0.03409090909090909,0.07142857142857142,0.5238095238095238,-0.030991735537190077,0.93006993006993
21,[' Alkaram studio'],[' Outfitter'],0.13636363636363635,0.4772727272727273,0.03409090909090909,0.25,0.5238095238095238,-0.030991735537190077,0.6969696969696969
22,[' Sana Safinaz'],[' Alkaram studio'],0.07954545454545454,0.13636363636363635,0.022727272727272728,0.28571428571428575,2.095238095238096,0.0118801652892562,1.2090909090909092
23,[' Alkaram studio'],[' Sana Safinaz'],0.13636363636363635,0.07954545454545454,0.022727272727272728,0.16666666666666669,2.0952380952380953,0.0118801652892562,1.1045454545454545
24,[' Sapphire'],[' Alkaram studio'],0.09090909090909091,0.13636363636363635,0.022727272727272728,0.25,1.8333333333333335,0.010330578512396696,1.1515151515151516
25,[' Alkaram studio'],[' Sapphire'],0.13636363636363635,0.09090909090909091,0.022727272727272728,0.16666666666666669,1.8333333333333335,0.010330578512396696,1.090909090909091
26,[' Warda'],[' Alkaram studio'],0.06818181818181818,0.13636363636363635,0.011363636363636364,0.16666666666666669,1.2222222222222225,0.0020661157024793406,1.0363636363636364
27,[' Alkaram studio'],[' Warda'],0.13636363636363635,0.06818181818181818,0.011363636363636364,0.08333333333333334,1.2222222222222225,0.0020661157024793406,1.0165289256198349
28,[' kayseria'],[' Alkaram studio'],0.045454545454545456,0.13636363636363635,0.011363636363636364,0.25,1.8333333333333335,0.005165289256198348,1.1515151515151516
29,[' Alkaram studio'],[' kayseria'],0.13636363636363635,0.045454545454545456,0.011363636363636364,0.08333333333333334,1.8333333333333335,0.005165289256198348,1.0413223140495869
30,['Bonanza'],[' Alkaram studio'],0.17045454545454544,0.13636363636363635,0.022727272727272728,0.13333333333333336,0.9777777777777781,-0.0005165289256198295,0.9965034965034965
31,[' Alkaram studio'],['Bonanza'],0.13636363636363635,0.17045454545454544,0.022727272727272728,0.16666666666666669,0.977777777777778,-0.0005165289256198295,0.9954545454545456
32,['Chenone'],[' Alkaram studio'],0.19318181818181818,0.13636363636363635,0.022727272727272728,0.11764705882352942,0.8627450980392158,-0.0036157024793388413,0.9787878787878789
33,[' Alkaram studio'],['Chenone'],0.13636363636363635,0.19318181818181818,0.022727272727272728,0.16666666666666669,0.8627450980392158,-0.0036157024793388413,0.9681818181818184
34,['Gulahmed'],[' Alkaram studio'],0.10227272727272728,0.13636363636363635,0.011363636363636364,0.1111111111111111,0.8148148148148149,-0.0025826446280991736,0.9715909090909092
35,[' Alkaram studio'],['Gulahmed'],0.13636363636363635,0.10227272727272728,0.011363636363636364,0.08333333333333334,0.8148148148148149,-0.0025826446280991736,0.9793388429752067
36,['J.'],[' Alkaram studio'],0.07954545454545454,0.13636363636363635,0.011363636363636364,0.14285714285714288,1.047619047619048,0.0005165289256198365,1.0075757575757576
37,[' Alkaram studio'],['J.'],0.13636363636363635,0.07954545454545454,0.011363636363636364,0.08333333333333334,1.0476190476190477,0.0005165289256198365,1.0041322314049588
38,['Khaadi'],[' Alkaram studio'],0.2727272727272727,0.13636363636363635,0.045454545454545456,0.16666666666666669,1.2222222222222225,0.008264462809917363,1.0363636363636364
39,[' Alkaram studio'],['Khaadi'],0.13636363636363635,0.2727272727272727,0.045454545454545456,0.33333333333333337,1.2222222222222225,0.008264462809917363,1.090909090909091
40,[' Alkaram studio'],['Limelight'],0.13636363636363635,0.056818181818181816,0.022727272727272728,0.16666666666666669,2.9333333333333336,0.014979338842975209,1.131818181818182
41,['Limelight'],[' Alkaram studio'],0.056818181818181816,0.13636363636363635,0.022727272727272728,0.4,2.9333333333333336,0.014979338842975209,1.4393939393939394
42,[' Nike'],[' Astore'],0.375,0.022727272727272728,0.022727272727272728,0.06060606060606061,2.6666666666666665,0.014204545454545456,1.0403225806451613
43,[' Astore'],[' Nike'],0.022727272727272728,0.375,0.022727272727272728,1.0,2.6666666666666665,0.014204545454545456,inf
44,[' Outfitter'],[' Astore'],0.4772727272727273,0.022727272727272728,0.022727272727272728,0.047619047619047616,2.095238095238095,0.011880165289256199,1.0261363636363636
45,[' Astore'],[' Outfitter'],0.022727272727272728,0.4772727272727273,0.022727272727272728,1.0,2.0952380952380953,0.011880165289256199,inf
46,[' Silk Avenue'],[' Astore'],0.07954545454545454,0.022727272727272728,0.022727272727272728,0.28571428571428575,12.571428571428573,0.020919421487603305,1.3681818181818184
47,[' Astore'],[' Silk Avenue'],0.022727272727272728,0.07954545454545454,0.022727272727272728,1.0,12.571428571428571,0.020919421487603305,inf
48,['J.'],[' Astore'],0.07954545454545454,0.022727272727272728,0.011363636363636364,0.14285714285714288,6.2857142857142865,0.009555785123966942,1.1401515151515151
49,[' Astore'],['J.'],0.022727272727272728,0.07954545454545454,0.011363636363636364,0.5,6.285714285714286,0.009555785123966942,1.8409090909090908
50,['Soloto'],[' Astore'],0.011363636363636364,0.022727272727272728,0.011363636363636364,1.0,44.0,0.011105371900826447,inf
51,[' Astore'],['Soloto'],0.022727272727272728,0.011363636363636364,0.011363636363636364,0.5,44.0,0.011105371900826447,1.9772727272727273
52,[' Bareeze'],[' Bonanza'],0.11363636363636363,0.26136363636363635,0.03409090909090909,0.3,1.1478260869565218,0.004390495867768594,1.0551948051948052
53,[' Bonanza'],[' Bareeze'],0.26136363636363635,0.11363636363636363,0.03409090909090909,0.13043478260869565,1.1478260869565218,0.004390495867768594,1.0193181818181818
54,[' Gulahmed'],[' Bareeze'],0.19318181818181818,0.11363636363636363,0.03409090909090909,0.1764705882352941,1.552941176470588,0.012138429752066113,1.0762987012987013
55,[' Bareeze'],[' Gulahmed'],0.11363636363636363,0.19318181818181818,0.03409090909090909,0.3,1.5529411764705883,0.012138429752066113,1.1525974025974028
56,[' Bareeze'],[' Hush puppies'],0.11363636363636363,0.17045454545454544,0.011363636363636364,0.1,0.5866666666666668,-0.008006198347107436,0.9217171717171717
57,[' Hush puppies'],[' Bareeze'],0.17045454545454544,0.11363636363636363,0.011363636363636364,0.06666666666666668,0.5866666666666668,-0.008006198347107436,0.9496753246753247
58,[' Bareeze'],[' J.'],0.11363636363636363,0.4090909090909091,0.03409090909090909,0.3,0.7333333333333333,-0.01239669421487604,0.8441558441558441
59,[' J.'],[' Bareeze'],0.4090909090909091,0.11363636363636363,0.03409090909090909,0.08333333333333333,0.7333333333333333,-0.01239669421487604,0.9669421487603306
60,[' Bareeze'],[' Khaadi'],0.11363636363636363,0.09090909090909091,0.011363636363636364,0.1,1.1,0.0010330578512396695,1.01010101010101
61,[' Khaadi'],[' Bareeze'],0.09090909090909091,0.11363636363636363,0.011363636363636364,0.125,1.1,0.0010330578512396695,1.0129870129870129
62,[' Bareeze'],[' Limelight'],0.11363636363636363,0.125,0.022727272727272728,0.2,1.6,0.008522727272727274,1.09375
63,[' Limelight'],[' Bareeze'],0.125,0.11363636363636363,0.022727272727272728,0.18181818181818182,1.6,0.008522727272727274,1.0833333333333335
64,[' Bareeze'],[' Maria.B'],0.11363636363636363,0.13636363636363635,0.03409090909090909,0.3,2.2,0.01859504132231405,1.2337662337662338
65,[' Maria.B'],[' Bareeze'],0.13636363636363635,0.11363636363636363,0.03409090909090909,0.25,2.2,0.01859504132231405,1.1818181818181819
66,[' Bareeze'],[' Metro'],0.11363636363636363,0.14772727272727273,0.011363636363636364,0.1,0.676923076923077,-0.005423553719008264,0.946969696969697
67,[' Metro'],[' Bareeze'],0.14772727272727273,0.11363636363636363,0.011363636363636364,0.07692307692307693,0.676923076923077,-0.005423553719008264,0.9602272727272727
68,[' Bareeze'],[' Nike'],0.11363636363636363,0.375,0.03409090909090909,0.3,0.7999999999999999,-0.008522727272727272,0.8928571428571429
69,[' Nike'],[' Bareeze'],0.375,0.11363636363636363,0.03409090909090909,0.0909090909090909,0.7999999999999999,-0.008522727272727272,0.975
70,[' Bareeze'],[' Nishatlinen'],0.11363636363636363,0.07954545454545454,0.011363636363636364,0.1,1.2571428571428573,0.002324380165289257,1.0227272727272727
71,[' Nishatlinen'],[' Bareeze'],0.07954545454545454,0.11363636363636363,0.011363636363636364,0.14285714285714288,1.2571428571428573,0.002324380165289257,1.0340909090909092
72,[' Sana Safinaz'],[' Bareeze'],0.07954545454545454,0.11363636363636363,0.011363636363636364,0.14285714285714288,1.2571428571428573,0.002324380165289257,1.0340909090909092
73,[' Bareeze'],[' Sana Safinaz'],0.11363636363636363,0.07954545454545454,0.011363636363636364,0.1,1.2571428571428573,0.002324380165289257,1.0227272727272727
74,[' Bareeze'],[' Sapphire'],0.11363636363636363,0.09090909090909091,0.03409090909090909,0.3,3.3,0.023760330578512394,1.2987012987012987
75,[' Sapphire'],[' Bareeze'],0.09090909090909091,0.11363636363636363,0.03409090909090909,0.37499999999999994,3.3,0.023760330578512394,1.4181818181818182
76,[' Stylo'],[' Bareeze'],0.14772727272727273,0.11363636363636363,0.011363636363636364,0.07692307692307693,0.676923076923077,-0.005423553719008264,0.9602272727272727
77,[' Bareeze'],[' Stylo'],0.11363636363636363,0.14772727272727273,0.011363636363636364,0.1,0.676923076923077,-0.005423553719008264,0.946969696969697
78,[' Bareeze'],[' Warda'],0.11363636363636363,0.06818181818181818,0.011363636363636364,0.1,1.4666666666666668,0.003615702479338844,1.0353535353535355
79,[' Warda'],[' Bareeze'],0.06818181818181818,0.11363636363636363,0.011363636363636364,0.16666666666666669,1.4666666666666668,0.003615702479338844,1.0636363636363637
80,[' Bareeze'],[' kayseria'],0.11363636363636363,0.045454545454545456,0.011363636363636364,0.1,2.2,0.006198347107438017,1.0606060606060606
81,[' kayseria'],[' Bareeze'],0.045454545454545456,0.11363636363636363,0.011363636363636364,0.25,2.2,0.006198347107438017,1.1818181818181819
82,[' Bareeze'],['Beechtree'],0.11363636363636363,0.03409090909090909,0.022727272727272728,0.2,5.866666666666667,0.018853305785123967,1.2073863636363635
83,['Beechtree'],[' Bareeze'],0.03409090909090909,0.11363636363636363,0.022727272727272728,0.6666666666666667,5.866666666666667,0.018853305785123967,2.6590909090909096
84,['Bonanza'],[' Bareeze'],0.17045454545454544,0.11363636363636363,0.03409090909090909,0.2,1.7600000000000002,0.014721074380165289,1.1079545454545454
85,[' Bareeze'],['Bonanza'],0.11363636363636363,0.17045454545454544,0.03409090909090909,0.3,1.76,0.014721074380165289,1.1850649350649352
86,[' Bareeze'],['Chenone'],0.11363636363636363,0.19318181818181818,0.03409090909090909,0.3,1.5529411764705883,0.012138429752066113,1.1525974025974028
87,['Chenone'],[' Bareeze'],0.19318181818181818,0.11363636363636363,0.03409090909090909,0.1764705882352941,1.552941176470588,0.012138429752066113,1.0762987012987013
88,[' Bareeze'],['Khaadi'],0.11363636363636363,0.2727272727272727,0.022727272727272728,0.2,0.7333333333333334,-0.008264462809917352,0.9090909090909091
89,['Khaadi'],[' Bareeze'],0.2727272727272727,0.11363636363636363,0.022727272727272728,0.08333333333333334,0.7333333333333334,-0.008264462809917352,0.9669421487603306
90,[' Bata'],[' Bonanza'],0.17045454545454544,0.26136363636363635,0.022727272727272728,0.13333333333333336,0.510144927536232,-0.02182334710743801,0.8522727272727273
91,[' Bonanza'],[' Bata'],0.26136363636363635,0.17045454545454544,0.022727272727272728,0.08695652173913045,0.510144927536232,-0.02182334710743801,0.9085497835497837
92,[' Bata'],[' Borjan'],0.17045454545454544,0.2727272727272727,0.06818181818181818,0.4,1.4666666666666668,0.021694214876033062,1.2121212121212122
93,[' Borjan'],[' Bata'],0.2727272727272727,0.17045454545454544,0.06818181818181818,0.25,1.4666666666666668,0.021694214876033062,1.1060606060606062
94,[' Gulahmed'],[' Bata'],0.19318181818181818,0.17045454545454544,0.03409090909090909,0.1764705882352941,1.0352941176470587,0.0011621900826446277,1.007305194805195
95,[' Bata'],[' Gulahmed'],0.17045454545454544,0.19318181818181818,0.03409090909090909,0.2,1.035294117647059,0.0011621900826446277,1.0085227272727273
96,[' Hush puppies'],[' Bata'],0.17045454545454544,0.17045454545454544,0.03409090909090909,0.2,1.1733333333333336,0.005036157024793389,1.0369318181818181
97,[' Bata'],[' Hush puppies'],0.17045454545454544,0.17045454545454544,0.03409090909090909,0.2,1.1733333333333336,0.005036157024793389,1.0369318181818181
98,[' J.'],[' Bata'],0.4090909090909091,0.17045454545454544,0.09090909090909091,0.2222222222222222,1.3037037037037038,0.021177685950413222,1.0665584415584415
99,[' Bata'],[' J.'],0.17045454545454544,0.4090909090909091,0.09090909090909091,0.5333333333333334,1.3037037037037038,0.021177685950413222,1.2662337662337664
100,[' Bata'],[' Metro'],0.17045454545454544,0.14772727272727273,0.045454545454545456,0.2666666666666667,1.8051282051282054,0.020273760330578514,1.1621900826446283
101,[' Metro'],[' Bata'],0.14772727272727273,0.17045454545454544,0.045454545454545456,0.3076923076923077,1.8051282051282054,0.020273760330578514,1.1982323232323233
102,[' Bata'],[' Ndure'],0.17045454545454544,0.25,0.045454545454545456,0.2666666666666667,1.0666666666666669,0.0028409090909090953,1.0227272727272727
103,[' Ndure'],[' Bata'],0.25,0.17045454545454544,0.045454545454545456,0.18181818181818182,1.0666666666666669,0.0028409090909090953,1.013888888888889
104,[' Bata'],[' Nishatlinen'],0.17045454545454544,0.07954545454545454,0.022727272727272728,0.13333333333333336,1.6761904761904765,0.009168388429752069,1.062062937062937
105,[' Nishatlinen'],[' Bata'],0.07954545454545454,0.17045454545454544,0.022727272727272728,0.28571428571428575,1.6761904761904765,0.009168388429752069,1.1613636363636366
106,[' Bata'],[' Outfitter'],0.17045454545454544,0.4772727272727273,0.056818181818181816,0.33333333333333337,0.6984126984126985,-0.02453512396694215,0.7840909090909091
107,[' Outfitter'],[' Bata'],0.4772727272727273,0.17045454545454544,0.056818181818181816,0.11904761904761904,0.6984126984126984,-0.02453512396694215,0.9416461916461917
108,[' Silk Avenue'],[' Bata'],0.07954545454545454,0.17045454545454544,0.022727272727272728,0.28571428571428575,1.6761904761904765,0.009168388429752069,1.1613636363636366
109,[' Bata'],[' Silk Avenue'],0.17045454545454544,0.07954545454545454,0.022727272727272728,0.13333333333333336,1.6761904761904765,0.009168388429752069,1.062062937062937
110,[' Stylo'],[' Bata'],0.14772727272727273,0.17045454545454544,0.022727272727272728,0.15384615384615385,0.9025641025641027,-0.0024535123966942136,0.9803719008264463
111,[' Bata'],[' Stylo'],0.17045454545454544,0.14772727272727273,0.022727272727272728,0.13333333333333336,0.9025641025641027,-0.0024535123966942136,0.9833916083916083
112,[' Bata'],[' kayseria'],0.17045454545454544,0.045454545454545456,0.011363636363636364,0.06666666666666668,1.466666666666667,0.003615702479338844,1.0227272727272727
113,[' kayseria'],[' Bata'],0.045454545454545456,0.17045454545454544,0.011363636363636364,0.25,1.4666666666666668,0.003615702479338844,1.1060606060606062
114,[' Bata'],['Beechtree'],0.17045454545454544,0.03409090909090909,0.011363636363636364,0.06666666666666668,1.9555555555555562,0.005552685950413225,1.0349025974025974
115,['Beechtree'],[' Bata'],0.03409090909090909,0.17045454545454544,0.011363636363636364,0.33333333333333337,1.955555555555556,0.005552685950413225,1.2443181818181819
116,['Bonanza'],[' Bata'],0.17045454545454544,0.17045454545454544,0.045454545454545456,0.2666666666666667,1.564444444444445,0.016399793388429756,1.131198347107438
117,[' Bata'],['Bonanza'],0.17045454545454544,0.17045454545454544,0.045454545454545456,0.2666666666666667,1.564444444444445,0.016399793388429756,1.131198347107438
118,[' Bata'],['Gulahmed'],0.17045454545454544,0.10227272727272728,0.03409090909090909,0.2,1.9555555555555555,0.016658057851239666,1.1221590909090908
119,['Gulahmed'],[' Bata'],0.10227272727272728,0.17045454545454544,0.03409090909090909,0.3333333333333333,1.9555555555555555,0.016658057851239666,1.2443181818181817
120,[' Bata'],['Khaadi'],0.17045454545454544,0.2727272727272727,0.056818181818181816,0.33333333333333337,1.2222222222222225,0.010330578512396701,1.090909090909091
121,['Khaadi'],[' Bata'],0.2727272727272727,0.17045454545454544,0.056818181818181816,0.20833333333333334,1.2222222222222223,0.010330578512396701,1.0478468899521531
122,[' Bata'],['Limelight'],0.17045454545454544,0.056818181818181816,0.011363636363636364,0.06666666666666668,1.1733333333333336,0.0016787190082644642,1.010551948051948
123,['Limelight'],[' Bata'],0.056818181818181816,0.17045454545454544,0.011363636363636364,0.2,1.1733333333333336,0.0016787190082644642,1.0369318181818181
124,['Warda'],[' Bata'],0.022727272727272728,0.17045454545454544,0.011363636363636364,0.5,2.9333333333333336,0.007489669421487604,1.6590909090909092
125,[' Bata'],['Warda'],0.17045454545454544,0.022727272727272728,0.011363636363636364,0.06666666666666668,2.933333333333334,0.007489669421487604,1.047077922077922
126,[' Beechtree'],[' Bonanza'],0.03409090909090909,0.26136363636363635,0.011363636363636364,0.33333333333333337,1.2753623188405798,0.0024535123966942154,1.1079545454545456
127,[' Bonanza'],[' Beechtree'],0.26136363636363635,0.03409090909090909,0.011363636363636364,0.04347826086956522,1.27536231884058,0.0024535123966942154,1.009814049586777
128,[' Gulahmed'],[' Beechtree'],0.19318181818181818,0.03409090909090909,0.011363636363636364,0.05882352941176471,1.7254901960784317,0.004777892561983472,1.0262784090909092
129,[' Beechtree'],[' Gulahmed'],0.03409090909090909,0.19318181818181818,0.011363636363636364,0.33333333333333337,1.7254901960784317,0.004777892561983472,1.210227272727273
130,[' Beechtree'],[' J.'],0.03409090909090909,0.4090909090909091,0.011363636363636364,0.33333333333333337,0.8148148148148149,-0.0025826446280991736,0.8863636363636362
131,[' J.'],[' Beechtree'],0.4090909090909091,0.03409090909090909,0.011363636363636364,0.027777777777777776,0.8148148148148149,-0.0025826446280991736,0.9935064935064936
132,[' Beechtree'],[' Limelight'],0.03409090909090909,0.125,0.011363636363636364,0.33333333333333337,2.666666666666667,0.007102272727272728,1.3125
133,[' Limelight'],[' Beechtree'],0.125,0.03409090909090909,0.011363636363636364,0.09090909090909091,2.666666666666667,0.007102272727272728,1.0625
134,[' Beechtree'],[' Metro'],0.03409090909090909,0.14772727272727273,0.022727272727272728,0.6666666666666667,4.512820512820513,0.01769111570247934,2.5568181818181825
135,[' Metro'],[' Beechtree'],0.14772727272727273,0.03409090909090909,0.022727272727272728,0.15384615384615385,4.512820512820514,0.01769111570247934,1.1415289256198347
136,[' Beechtree'],[' Ndure'],0.03409090909090909,0.25,0.011363636363636364,0.33333333333333337,1.3333333333333335,0.002840909090909092,1.125
137,[' Ndure'],[' Beechtree'],0.25,0.03409090909090909,0.011363636363636364,0.045454545454545456,1.3333333333333335,0.002840909090909092,1.0119047619047619
138,[' Beechtree'],[' Nike'],0.03409090909090909,0.375,0.011363636363636364,0.33333333333333337,0.888888888888889,-0.0014204545454545442,0.9375
139,[' Nike'],[' Beechtree'],0.375,0.03409090909090909,0.011363636363636364,0.030303030303030304,0.888888888888889,-0.0014204545454545442,0.99609375
140,[' Sapphire'],[' Beechtree'],0.09090909090909091,0.03409090909090909,0.011363636363636364,0.125,3.666666666666667,0.008264462809917356,1.103896103896104
141,[' Beechtree'],[' Sapphire'],0.03409090909090909,0.09090909090909091,0.011363636363636364,0.33333333333333337,3.666666666666667,0.008264462809917356,1.3636363636363638
142,[' Beechtree'],['Khaadi'],0.03409090909090909,0.2727272727272727,0.011363636363636364,0.33333333333333337,1.2222222222222225,0.0020661157024793406,1.090909090909091
143,['Khaadi'],[' Beechtree'],0.2727272727272727,0.03409090909090909,0.011363636363636364,0.04166666666666667,1.2222222222222225,0.0020661157024793406,1.007905138339921
144,[' Beechtree'],['Limelight'],0.03409090909090909,0.056818181818181816,0.011363636363636364,0.33333333333333337,5.866666666666667,0.009426652892561983,1.4147727272727275
145,['Limelight'],[' Beechtree'],0.056818181818181816,0.03409090909090909,0.011363636363636364,0.2,5.866666666666667,0.009426652892561983,1.2073863636363635
146,['Sana Safinaz'],[' Beechtree'],0.03409090909090909,0.03409090909090909,0.011363636363636364,0.33333333333333337,9.77777777777778,0.010201446280991736,1.4488636363636365
147,[' Beechtree'],['Sana Safinaz'],0.03409090909090909,0.03409090909090909,0.011363636363636364,0.33333333333333337,9.77777777777778,0.010201446280991736,1.4488636363636365
148,[' Gulahmed'],[' Bonanza'],0.19318181818181818,0.26136363636363635,0.06818181818181818,0.3529411764705882,1.350383631713555,0.01769111570247934,1.1415289256198347
149,[' Bonanza'],[' Gulahmed'],0.26136363636363635,0.19318181818181818,0.06818181818181818,0.2608695652173913,1.350383631713555,0.01769111570247934,1.091577540106952
150,[' Hush puppies'],[' Bonanza'],0.17045454545454544,0.26136363636363635,0.03409090909090909,0.2,0.7652173913043478,-0.01045971074380165,0.9232954545454545
151,[' Bonanza'],[' Hush puppies'],0.26136363636363635,0.17045454545454544,0.03409090909090909,0.13043478260869565,0.7652173913043478,-0.01045971074380165,0.9539772727272728
152,[' J.'],[' Bonanza'],0.4090909090909091,0.26136363636363635,0.10227272727272728,0.25,0.9565217391304348,-0.004648760330578511,0.9848484848484849
153,[' Bonanza'],[' J.'],0.26136363636363635,0.4090909090909091,0.10227272727272728,0.391304347826087,0.9565217391304348,-0.004648760330578511,0.9707792207792206
154,[' Bonanza'],[' Khaadi'],0.26136363636363635,0.09090909090909091,0.03409090909090909,0.13043478260869565,1.434782608695652,0.010330578512396691,1.0454545454545454
155,[' Khaadi'],[' Bonanza'],0.09090909090909091,0.26136363636363635,0.03409090909090909,0.37499999999999994,1.434782608695652,0.010330578512396691,1.1818181818181819
156,[' Limelight'],[' Bonanza'],0.125,0.26136363636363635,0.045454545454545456,0.36363636363636365,1.3913043478260871,0.012784090909090912,1.1607142857142858
157,[' Bonanza'],[' Limelight'],0.26136363636363635,0.125,0.045454545454545456,0.1739130434782609,1.3913043478260871,0.012784090909090912,1.0592105263157894
158,[' Maria.B'],[' Bonanza'],0.13636363636363635,0.26136363636363635,0.03409090909090909,0.25,0.9565217391304348,-0.001549586776859506,0.9848484848484849
159,[' Bonanza'],[' Maria.B'],0.26136363636363635,0.13636363636363635,0.03409090909090909,0.13043478260869565,0.9565217391304348,-0.001549586776859506,0.9931818181818182
160,[' Ndure'],[' Bonanza'],0.25,0.26136363636363635,0.056818181818181816,0.22727272727272727,0.8695652173913043,-0.008522727272727272,0.9558823529411765
161,[' Bonanza'],[' Ndure'],0.26136363636363635,0.25,0.056818181818181816,0.21739130434782608,0.8695652173913043,-0.008522727272727272,0.9583333333333333
162,[' Nike'],[' Bonanza'],0.375,0.26136363636363635,0.056818181818181816,0.15151515151515152,0.5797101449275363,-0.041193181818181816,0.8705357142857143
163,[' Bonanza'],[' Nike'],0.26136363636363635,0.375,0.056818181818181816,0.21739130434782608,0.5797101449275363,-0.041193181818181816,0.798611111111111
164,[' Outfitter'],[' Bonanza'],0.4772727272727273,0.26136363636363635,0.07954545454545454,0.16666666666666666,0.6376811594202898,-0.04519628099173553,0.8863636363636364
165,[' Bonanza'],[' Outfitter'],0.26136363636363635,0.4772727272727273,0.07954545454545454,0.30434782608695654,0.6376811594202899,-0.04519628099173553,0.7514204545454546
166,[' Sana Safinaz'],[' Bonanza'],0.07954545454545454,0.26136363636363635,0.03409090909090909,0.42857142857142855,1.639751552795031,0.013300619834710741,1.2926136363636365
167,[' Bonanza'],[' Sana Safinaz'],0.26136363636363635,0.07954545454545454,0.03409090909090909,0.13043478260869565,1.639751552795031,0.013300619834710741,1.0585227272727273
168,[' Stylo'],[' Bonanza'],0.14772727272727273,0.26136363636363635,0.022727272727272728,0.15384615384615385,0.5886287625418061,-0.015883264462809916,0.8729338842975207
169,[' Bonanza'],[' Stylo'],0.26136363636363635,0.14772727272727273,0.022727272727272728,0.08695652173913045,0.5886287625418061,-0.015883264462809916,0.9334415584415585
170,[' Bonanza'],[' Warda'],0.26136363636363635,0.06818181818181818,0.022727272727272728,0.08695652173913045,1.27536231884058,0.004907024793388431,1.0205627705627707
171,[' Warda'],[' Bonanza'],0.06818181818181818,0.26136363636363635,0.022727272727272728,0.33333333333333337,1.2753623188405798,0.004907024793388431,1.1079545454545456
172,[' Bonanza'],[' kayseria'],0.26136363636363635,0.045454545454545456,0.022727272727272728,0.08695652173913045,1.9130434782608698,0.01084710743801653,1.0454545454545456
173,[' kayseria'],[' Bonanza'],0.045454545454545456,0.26136363636363635,0.022727272727272728,0.5,1.9130434782608696,0.01084710743801653,1.4772727272727273
174,[' Bonanza'],['Chenone'],0.26136363636363635,0.19318181818181818,0.125,0.4782608695652174,2.475703324808184,0.07450929752066116,1.5464015151515154
